loss,params,iteration,estimators,train_time
0.22371361972554027,"{'feature_fraction': 0.5110881270123186, 'lambda_l1': 0.6060740429657093, 'num_leaves': 128, 'max_bin': 253, 'min_data_in_leaf': 330, 'subsample': 1.0, 'subsample_for_bin': 20000, 'verbosity': 0, 'learning_rate': 0.10624401688182444, 'bagging_freq': 3, 'lambda_l2': 0.46140265700428895, 'boosting_type': 'goss'}",56,9,5.278462332000345
0.19797924763440378,"{'feature_fraction': 0.5732589369597852, 'lambda_l1': 0.9438985908313053, 'num_leaves': 100, 'max_bin': 253, 'min_data_in_leaf': 500, 'subsample': 0.9212454749957375, 'subsample_for_bin': 180000, 'verbosity': 0, 'learning_rate': 0.21689736054859324, 'bagging_freq': 1, 'lambda_l2': 0.8410071658091577, 'boosting_type': 'gbdt'}",57,62,15.245115379999788
0.1921362459111685,"{'feature_fraction': 0.9517328541355861, 'lambda_l1': 0.43525586497387114, 'num_leaves': 32, 'max_bin': 254, 'min_data_in_leaf': 390, 'subsample': 0.7372820842159323, 'subsample_for_bin': 40000, 'verbosity': 0, 'learning_rate': 0.06858978273638408, 'bagging_freq': 3, 'lambda_l2': 0.9162460912383982, 'boosting_type': 'gbdt'}",58,519,36.741136697
0.1977986316653334,"{'feature_fraction': 0.4265851362947338, 'lambda_l1': 0.2949077068417422, 'num_leaves': 112, 'max_bin': 253, 'min_data_in_leaf': 430, 'subsample': 0.8941823630098591, 'subsample_for_bin': 100000, 'verbosity': 0, 'learning_rate': 0.16662118812556004, 'bagging_freq': 1, 'lambda_l2': 0.23634810594221234, 'boosting_type': 'gbdt'}",59,72,14.959593944000062
0.21523122504142644,"{'feature_fraction': 0.6394187678710511, 'lambda_l1': 0.4786312710229769, 'num_leaves': 80, 'max_bin': 253, 'min_data_in_leaf': 210, 'subsample': 1.0, 'subsample_for_bin': 80000, 'verbosity': 0, 'learning_rate': 0.09532155864558622, 'bagging_freq': 5, 'lambda_l2': 0.6035681101406458, 'boosting_type': 'goss'}",60,10,7.243452837999939
0.19174953957843455,"{'feature_fraction': 0.5598586071841773, 'lambda_l1': 0.7233079199508595, 'num_leaves': 92, 'max_bin': 253, 'min_data_in_leaf': 160, 'subsample': 0.6753520231918501, 'subsample_for_bin': 120000, 'verbosity': 0, 'learning_rate': 0.06055530735336159, 'bagging_freq': 2, 'lambda_l2': 0.18277216796881607, 'boosting_type': 'gbdt'}",61,246,26.988973281999733
0.19484197275423865,"{'feature_fraction': 0.513047725614485, 'lambda_l1': 0.16807945045098005, 'num_leaves': 68, 'max_bin': 253, 'min_data_in_leaf': 240, 'subsample': 0.8510224514339317, 'subsample_for_bin': 60000, 'verbosity': 0, 'learning_rate': 0.14118434001194957, 'bagging_freq': 2, 'lambda_l2': 0.7099544051042458, 'boosting_type': 'gbdt'}",62,110,14.062292718999743
0.19214131676794055,"{'feature_fraction': 0.6954169450445896, 'lambda_l1': 0.03205165245345076, 'num_leaves': 48, 'max_bin': 254, 'min_data_in_leaf': 460, 'subsample': 0.603880905606939, 'subsample_for_bin': 300000, 'verbosity': 0, 'learning_rate': 0.05150515665167167, 'bagging_freq': 2, 'lambda_l2': 0.6598725793687383, 'boosting_type': 'gbdt'}",63,522,40.3994632480003
0.2204396369926943,"{'feature_fraction': 0.7343298760142318, 'lambda_l1': 0.3679136124866986, 'num_leaves': 56, 'max_bin': 253, 'min_data_in_leaf': 290, 'subsample': 1.0, 'subsample_for_bin': 20000, 'verbosity': 0, 'learning_rate': 0.05844493031363244, 'bagging_freq': 4, 'lambda_l2': 0.3249908103705018, 'boosting_type': 'goss'}",64,17,7.540441203000228
0.19277684340362689,"{'feature_fraction': 0.9550225578810734, 'lambda_l1': 0.12037650832914418, 'num_leaves': 16, 'max_bin': 253, 'min_data_in_leaf': 350, 'subsample': 0.9995221514558065, 'subsample_for_bin': 40000, 'verbosity': 0, 'learning_rate': 0.07915906254834063, 'bagging_freq': 6, 'lambda_l2': 0.40432910972932246, 'boosting_type': 'gbdt'}",65,945,43.771065305999855
